text,sentiment
I want it to be summer. NOW. why is it sprinkling STILL!?!?,-1
My Birthday weekend! cant find where my ex hid our DANE COOK TICKETS for tomorrow!!! WTF that`s all i wanted for my birthday,-1
the voter paint just peeled off my skin. or maybe my skin just peeled off with the voter paint,-1
This weekend has been probably the best and there is still another day to go!!,1
 TestFest was weer een groot succes,1
No pool today.   Stupid weather.,-1
I meant looking like a tiger - stupid predictive text,-1
just finished playing mahjong. I lost $38 to Mag and Weisheng!,-1
thanks to  and i`m now on twitter!,1
i`m oh so very bored!  buut.. almost 2 days til i leave for france!,-1
to overcome whatever darts the enemy may try and stop you with. We`ve gotta stay focused tweetz!  God bless you.,1
"_kimmeh Me too, I miss it.  I, however, will #humpthestump for the rest of my life.",-1
can`t help but feel today will be a massive Michael Jackson rumour day.  [Cue all the MJ haters...],-1
ipod died today,-1
 is new van a nice one,1
Birthday girl in the house!! Tweet tweet suckas,-1
My fingers hurt,-1
Following new other #sanctuary fans! See the wonders of #SanctuarySunday !!!  good to meet you all!,1
" the old blue G4 is too slow to code on nowadays, I have a laptop I`ve borrowed from work ++ lets me lounge while I browse",-1
" when u go, LMK. Let`s go together",1
watching my tiny nephew  perfect baby,1
"Happy Mothers Day to all the Moms  It`s a tough job, but totally worth it!",1
I gave up on tumblr because the API isn`t pointing to the private account,-1
"Oh insomnia, I hate you. I`m bored of staring at my ceiling, cano go sleepnow please?",-1
 : nooo  i don`t know why...i click on TweetDeck_0_25_manual_Blink182.air and it doesn`t run!! so sad...,-1
 ahaha thats okay and thanks,1
" Indeed, twitter is where its at mate, its all happening on here.  Enjoy. Hope to see you arou.. http://twurl.nl/j4o1xe",1
" I just want to say: Both you,Taylor Swift, and Hayley Williams have a great and lovely voice!",1
I have been playing skate for two hours. Now i need to get out and actually skate. But it`s too late,-1
omfg. one of the worst days ever!,-1
i love the dreambears!.. i want a **** best friend!,1
_louise  bless ya... I know that feeling all too well!,1
Working during graduation. What a shame.,-1
" ...oh. hahahahahaha but no, seriously, i tell the wait staff they look great all the time, its the easiest nice thing to do",1
subway  im going to get subway....  love it! ate it often when i was in new zealand....,1
" or, Green Day: boulevard of broken dream, Hinder: lips of an angel, Howie Day: collide - that was such a nice song",1
Watching snl because the love of my life is hosting,1
Listening to maylene and wondering why cant I pull off as many cool southern metal licks as them,-1
 poor tony  come play scrabble on facebook!,-1
"I love these App things, it be hella awesome bro.",1
" Ah!  Gotcha.  Well, I`m curious to hear what you thought of Wolverine then. (if you actually went and saw it).",1
 I need to buy it for the iPhone. It`s such a good app. Only works on WI-FI though,1
My car has an alarm & immobiliser so it makes it incredibly complicated AND costly! I have no key code neither for the immobiliser.,-1
Hello TwitterFon. I`m so glad you`re back,1
 i think you should follow me. as i only have on follower. stalk me please,1
: Awesome. Tell me if its good. I might watch it,1
"@ MGM grand, mraz on stage! No doubling back opener.  lots of old memories flooding back",1
Almost ready for new Beta.... until we found a showstopping bug   Please standby.,-1
"@ my sisters crying my eyes out, hubby called from Iraq, spoke for n2 minutes heard popping sounds in the background and call dropped.",-1
"my house is so sad looking without all of the furniture, air mattressing it for 2 nights and then I`m officially moved from Knoxville.",-1
Uh-oh...it`s becoming grey again out here. I hope it`s not one of those 'pop-up showers' on the way.,-1
my gawwddd ! 6 headshotss inna row? im on fyaaahhh!,-1
 oh mann... Me likey that!! But sadly I`m not bein auctioned on #twpp tonight,-1
Ugh. My feet feel like they`re going to fall off.,-1
 Hell yes. I`m too late.,-1
 Perhaps they see it as the twitter version of pulling someone`s pigtails? Let me know if that works out for you.,-1
" Hi Isla! I hope it does, too.",1
is seriously heartbroken!!!,-1
Sticks and stones may break my bones...but words will hurt forever.,-1
" Hey Kevin! Yeah, this one`s gonna be a toughie for sure - not much sleep. Oh well, only 8 hours to go",-1
Oh no!!!!! It`s raining on our Sea World parade  http://yfrog.com/0wvnpj,-1
 thanks for the answer  I had been wondering the whole week,1
back time.  I wish I was a teenager again. I wish I could feel healthy again. I can`t remember what it`s like to feel healthy anymore.,-1
 me too! i wish it would just say who has unfollowed,1
@_NyLana_ An! Happy Mother`s Day!,1
Phase 2 was a success. Self discovery is vital. Phase 3 is only mins away. Cool & Classy baby! Shout out 2 'D' yeah mane!,1
_preet haha one of the many reasons I love you,1
 Always welcome sweetie! *HUGS*,1
 a bit too early for me and wanting to have nice lunch too... have a good time,1
"Finally home after a night of dinner and drinking with friends.  Going to sleep now, hoping the bed doesn`t spin too much.",1
wow heather,1
Time for school  i`m feelin good.. 5 AM jogs do good. ~aloha,1
  i jus listened 2 `not okay` it`s nice i lik it.. I`ve been thinkin abt thomas throughout e whole song..  luv ya,1
"_dubbs curse you, igloo dwellers!!",-1
 Hahahahahahahaha hope so.. I hope you`ll like it,1
is awake.  Still feeling sick.     But I got the blog done at least. http://plurk.com/p/x17t9,1
Today felt so much more crazy than it was!!  I digg the new addition to the family! there pretty cool,1
random night of fun  now im chillin at home.. happy mothers day!,1
  i agree with  come to canberra! we are the raddest!,1
 Skinny dipping with work colleagues?!  Maybe not.  I`d never live it down with this lot!,-1
 A rare treat b/c we`re rarely ap and at `em that early!  But we may make opening bell at the PDX Farmers Mkt a new goal.,1
Dying to get my hands on the Diagnosis Murder DVD boxset but those pesky kids at Amazon still won`t deliver to Zimbabwe,-1
"Thank you all new, first time Japa Dog customers! Twitter spreads the word! We like new customers",1
_Fur_Laxis It makes me feel physically sick. I read Let The Right One In and was only horrified by the cat violence.  Just horrible,-1
 as a proper journo I would have to agree with you 100%!,1
Just finished watching Star Trek in IMAX. . . Could`ve watched it all night. . . Live long and prosper,1
 Yeah I`ve noticed  I miss Spender. But you were closer to him. How are you holding up?,-1
My mom just came home and she FINALLY got me a guitar strap! yay!,1
" hahah, you own lab.hr  I own lab.ba, seems that we think in similar ways",1
 this picture made me cry  lol http://www.twitpic.com/671w1,-1
 Hooray!,1
It`s a bad start to the day when you`re sweating your butt off before 0930 at the range,-1
What happened with her??? Why is she being so wierd all of a sudden???,-1
ano pa bang aasahan ko sa iyo? you never fail to FAIL me.,-1
**** I failed in my assassination attempt on Louis  re: http://ff.im/3mrIM,-1
" i think there`s something wrong with the video, it only loads the first 40-ish seconds",-1
"No phone call yett... Hrmm. Maybe a call from my end is in order?  I`ll wait a bit longer, Prom nights are often `spuratic` moments.",-1
"i`m sorry i`m neglecting you, twitter.",-1
is wanting someone to spend her summer evening with whilst she`s in such a nice relaxed mood !,1
How the **** do 2833 songs fill an iPod that is supposed to hold 4000?,-1
 I missed them at Red Rocks.  Sad couple of days.,-1
On page 214 of 320 of Betrayed by P.C. Cast. really starting to enjoy this series,1
there`s something about this area that makes my tonsils swell up everyday. i don`t get it..  i feel slightly miserable. #FF done 4 now!!,-1
Just watched hella home movies with my aunt and uncle. I miss the days where our whole family got along,-1
" I`d be soo honoured if u cld chk out my beats, perhaps sm advice on wat I nd to do 2 improve da overall sound of my music",1
Ohh i forgot to tell you last night that when i was a alton towers i touched a shark  it was amazing !!!! it was nt a massive one tho,1
its weird how thinking about may 2nd totally changed my crappy mood to happiness...i miss  so much,1
"Dislocating your thumb= more painful than dislocating your toe. I was reminded of this today (thankfully, by my toe). Still feels weird",-1
Driving home to trade cars  hopefully it makes it! http://myloc.me/21SL,1
 Catt i TOTALLY love your default picture! You seem like such a fun mom!,1
 Yeah  The entire time I was all *swoon* b/c of his eyes..... *swoons thinking about it*,-1
"Hernia is hurting way more than usual tonight, no way I`m able to go out!",-1
how sad was Hollyoaks,-1
"thelma & louise, Good movie.",1
 yeah do you feel anything at all? I remembered I was looking at loopt on his phone and that **** was coughin all over that,-1
"sorry  I misspelled twice already. Im notgiving you up, just have to run  ? http://blip.fm/~5jjxr",-1
   But he`s so adorable.,1
Ok NOW I can hit the hay. Thank you,1
" I talked to Kat, that is crappy",-1
_John Sounds like a terrific service. I`m sorry to hear about her mom.,-1
" Yeaa I Know She is Smartier Then That, plus She Knows The real Thing Is Better Lol",1
Now I`m all sad because I`ll probably never see Fleetwood Mac.,-1
 I`m glad you`re little Prissy is doing well. It`s obvious how much you love her w/the treatment she`s getting,1
"watching men n blk 2, wishin all the mums happy mother`s day",1
" Hi!good luck for the mtvawards, Im sure you`re going to win!I hope so!I Love your work! ha you speak spanish? take care",1
 The sweet Swiss Toblerone does his best to come soon and meet fabulous Rita in Chichester,1
Just got a call from my Realtor saying I have another showing on Sunday. No offers yet  but at least there is a lot of interest.,1
 aww bless  haha your cute Tom,1
"i had my chance and blew it, now i have to suffer the consequences..gnite tweeps",-1
" Sorry Mike, was assuming it was music that was missing..I don`t know then.. a mystery..",-1
 hehe - about NZ being the most magical place on Earth.,1
playing bejewled on facebook.. **** it i want a higherscore!,-1
"Hehe, wondered wtf star wars day was and why it was the top trending topic. Now I get it.  May the Fourth be with you, also.",1
god i cant even catch public transport. swine flu is **** house,-1
 hey Gerardo! (late response) that day i was talking bout forgiving my brother 4 givin me wrong directions! i got way to upset,-1
 haha I know.  Sorry about all the typos in that last tweet...blehhh.  ps - Because I Said So is sucha cute movie..  awww,1
Wow. That hurt way worse than i thought it would.,-1
 the AC tix are actually $20 but the show is sold out.  I`d have to get tix through stubhub and pay up to $70.,-1
3 hours of sleep and a mild hangover = carelessness and the loss of a brand new ipod pouch,-1
HEY GUYS IT`S WORKING NO NEED TO WORRY. i have tooo many followers tho ...,1
bout to go to bed... pretty good day for a Monday.,1
"_18 i emailed you the link, pretty sad uh?  RIP Jessie Kitty",-1
Might have broken text messages.,-1
" Thank you. Keep it down, there`s a good lad.",1
": no, I fell and effed my arm up today and now I have to do back drive.",-1
I honestly hate what I have said to some ppl sometimes. sorry for makin an **** of myself to anyone.,-1
Senior ball was hella fun!!!  good night!!!,1
yay that was good umm reggie perrin next.. oh who cares no1`s watching bbc1  lol,1
:  nice to see you on twitter!,1
"nothing could get worse, or could it? if it did i think id be on the verge of killing myself or someone else, things are not good anymore",-1
My neck hurts a lot.,-1
needs to get over this fever grrrrr....,-1
I`m glad someone slept with me last night. My doggy  I would take a picture but I don`t see my laptop.,1
Kinda doing nothing. Life is boring. I feel like changing my look. Let`s go shopping tomorrow,-1
 i love the game! that`s my show... suuuppper pissed it got cancelled!,1
All ready for work... except my arm,-1
my darling dd says 'my mum is my best friend'... and she told me to tell you all she said that in here too  so I did! love ya moo (jd too),1
i am SOOO mad...yesterday and today...SUCKED!!!so much!,-1
My lucky lucky friend is at a nickleback concert atm  i wish i was there,1
just had a great dinner with my wonderful girlfriend.,1
 thank you! Marc Jacobs thou ....love limited too,1
Has finally learned how to think before he speaks. And it works wonders,1
"Monday morning lying in bed instead of working is great, more bank holidays required",1
 oh ok thanks,1
 het there r u finished cleaning your pond? u shouldn`t stay too long u will get all wrinkled up!! kidding,-1
"_Cake just  little stomach bug, nothing serious",1
 most definitely,1
after 9 weeks it has finally rained - not quite enough yet but more seems to be coming  the garden is very happy about it.,1
What a glorious week. My best holiday ever I think. I so don`t want to go home in the morning,1
IN PAIN. my big toe got stamped on during the hokey cokey. it hurts so much! anyone have any suggestions to help with it?,-1
 Outlook not so good,-1
"Just Saw Confessions Of A Shopoholic...Totally fell in love with Hugh Dancy`s accent!! :3 Need $20.00 for tomorrow, new top i want!!",1
Just got back from Kuantan Had sooooooo much FUN,1
Well good job to my two cousins that are graduates! Good luck in life!!!  <never wear your pajama pants to school  >,1
 'If there`s a camel up a hill' and 'I`ll give you plankton' ....HILARIOUS!!,1
Oh My God ..  sad day ..,-1
 That is so sweet!! Have a good day,1
_Im_Chris and i cant get to mine  keep getting an error,-1
" Glad to hear you`ll have your 1st tournament soon. As KSN says, 'We need more practice!'",1
whats the point of wisdom teeth? NOTHING! grr in so much pain and i look like a chipmunk FML,-1
 haha it scared the **** out of me.,-1
"  I was lucky, my mom paid for everything for me. I`ll take you shopping!",1
"Waiting for an email that will probably never arrive. ED later, Consti study after then hopeless bumming.",-1
 I miss u like cotton candy  <3,-1
ALO is so sad and quiet and empty tonight,-1
 OmG U NasTY,-1
"WTF? Advertising gone mad, they want access to my  camera and microphone? What for? Amazon should really know better  http://bit.ly/5FoKQ",-1
Gooood morning!,1
Happy Mother`s Day.,1
My cankle is sore.,-1
" I am in Kuala Lumpur. And I know I vanished, haha! I broke up with my last boyfriend, that`s why I`m back!",-1
___ haha was it good? i bet it was,1
OH EMM GEE!! QUEBEC IN 16 DAYS. I AM SO EXCITED.,1
Loves using remote access to use my desktop from my laptop.  -- Back from Emerge once again.,1
_jane   hope yours will go away quicker than mine (10 weeks now and counting),1
Cinema tonight  it is half the price on Monday ;),1
Babysitting in the sun and heat. I`m getting lots of freckles,-1
tried to swat a fly with my Buddhist magazine... bad karma,-1
 WHEW!  I`m just going to focus on family time and more swim suit shopping for the rest of my vacay! Thanks for the kind words,1
 Where r u Yvonne?? Haven`t seen u in the google groups in a day or so. Miss ya.,-1
I`m all scared and bruised.,-1
" I think you were dreaming that!  However, my memory does suck so maybe not",-1
" Aw, that song makes me think of girl scouts.",1
"God, i lOVE quizzes. when i get my phone im gonna be on it 24/7 doing facebook quizzes.",1
I wish the weather would be slightly less rainy so I could use the hot tub.,1
 i rarely sleep.. cant help it   hehe,-1
 lol i like challenges  the more impossible the more i want to try!,1
 yes yes you should! Especially with wine and mushrooms!! Ummm I love mushies,1
soo **** stressed out...I think I could possibly lose it,1
 I can`t go to the grocery store on an empty stomach. That`s trouble! I wanna see ur show but not sure ill get to  let u kno,-1
   Bummer.  I hope it doesn`t continue too long.,-1
_graham yerrrr sameee haha its the way he plays edward i thinkk mmmm,1
I forget how much I miss my tribe til I have limited access to talking to them. Spotty internet in the country so I won`t be here long.,1
just took my shirt off and my back is COVERED in blisters  http://bit.ly/vUiXG,-1
Just read a book called 'Gamer Girl' and it wasn`t too bad.,-1
i need a good idea... FAST!,1
I don`t wanna work tonight,-1
 also happy mother`s day,1
 Thank you.  I love my tattoos they are all very special to me **** My feet ones are beautiful  ****,1
" You know I am so ashamed. I did not watch a single episode of the new GH season.  I kept falling asleep, so I gave up.",-1
"****, I Burned My legs  !x",-1
There is ALWAYS one JOYKILL in the crowd!    haters!,-1
OMGosh! it`s 79 degrees and I`m sweating and miserable!  what am i gonna do when i visit the ATX? need..AC! need...AC!,-1
 ****. You could have just called or told me in person. You didn`t have to humiliate me in front of the whole twitterverse.,-1
Jus Got Hom Fr. TDa Funeral... I`m So Sad! I Cried So Much Times! Much Love Grandpa!<3 I Never Got To Say My Last 'Goodbye' to Him.,-1
 WILL DO!! (of will did?? lol ) great episode,1
fully inspired to write a song.,1
" Though it was a cold that would go away, turns out it`s a sinus infection that just keeps getting worse and worse by the day.",-1
" ali, just like you do!!!   have such a wonderful sunday!",1
 Is it true that you love brazil more than australia  nitey,1
Gettin ready to hit up the mall w/my mom & Jayden!  DO ALL THINGS W/FAITH!!!!,1
_beag     I hate cat pee.,-1
 http://twitpic.com/4wlpv - whooooooooooooa!!!!!!!!!!!! ang ganda ko dito ha!!!  thank you!,1
dammit.  I need new cupcake tins,-1
"ahhhh, very sad",-1
 Im pleased hun,1
_liden Thanks for the follow Tove!,1
 Have a fantastic time in paradise and drink a few Margeritas for me,1
"that little girl on BGT  omggg, how can people not feel sorry for her?",-1
 That`s tonight?! Cool,1
" Have a good day.  I`m checking out Hugh today. Also, be on lookout for best 'cassoulet' recipe you will have ever tasted!",1
"nice night, should be golfing",1
Sad that Christian Lacroix had to file bankruptcy,-1
STUPID!!!! my ipod is taking forever to load.,-1
jessie has gone away 4 the weekend!! I miss her already,-1
"Sitting in a shadow of the tree in the heart of the city listening to Panic!..waiting for the bus  thanks,wind,for being so pleasant a ...",1
"woke up early this morning  not happy bout that, headache, dizzy can`t breathe, yeh im still sick",-1
" nevermind....I kept reading and see ya`ll r gonna be in Williamsburg   I`ll mind my business now, lol",-1
alice doesn`t know what to wear to the cinema  <3,-1
Yeah yesterday I turned 16. My parents rented me out a hummer limo. It was pretty cool,1
 aww dont cry ashley,1
 Love it! I wish my other half could even name web design ladies,1
 And I still recall how helpful you were way back when as I struggled on an AR contest question...,1
Had a great weekend... but ate too much I think..  I am looking forward to my trip to Hobart on Friday the 15th....,1
 hush...stop teasing,-1
im wearing a certain tye dye tshirt at the moment. and it misses its 8 counterparts...,-1
"is feeling sick .... oh well, i reckon those people on the bus cursed me.... Anyways, nighty night all!!",-1
  Happy Belated birthday hun!! My net broke  This is the first chance i`ve had to get online! Luff Yooooooo xxxxxxxx,1
_marie Justin Timberlake is sooo funny!!,1
"Get yer freak on-it`s Monday! Have a Great one, if it`s possible to have a great Monday!",1
   I love you,1
 a steak burrito bowl right! I wish I wasn`t too lazy to go downtown,-1
" hahaha chivalry`s not dead, just rare",1
awww holly  shes so cute! i hope they let her sing again!,1
 omg that was my twin sister`s fav song,1
moving offices  I`m going to miss you Hollywood.,-1
" Probably not, kinda expensive and we have to work. Most people have off weekends, we work.",-1
 shame Freud can`t follow up on those implications,-1
everyones just set to 'Away' on msn.. nobody to talk to :\,-1
I like Rio Ferdinand - when he`s wearing an England jersey.,1
Truly sad... My cheap little camcorder just shot craps.....,-1
sweet nk dreams love you all,1
"fear crept in but it`s already been dismissed. now let me do this thing right, coz this time the feelings are there and it`s so different",-1
is *ugh* what a miserable looking day. 54 degrees. Where did summer go?,-1
"I am so bored, i really don`t know what to do!",-1
From twitterberry moved to ubertwitter - suffered from BB cache errors,-1
 how poetic.. great going.. keep them coming,1
" thanks stephen, appreciate it",1
 we`ll miss you! I`m sad I didn`t get to meet you,-1
Completely EXCELLENT Dave Matthews concert! Jason Mraz opened & I heard 'stay or leave' & 'crush' for the first time live,1
Spoke about culture to some of our Rackers over at the Castle. Now time for some awesome Mexican food. No drinking--antibiotics.,1
on my way homee  i love long car rides<3,1
tiiiired but i cant sleep,-1
 you were greeeeeeaaaaatttttttt babe!! It was amazing!,1
Not well again   it`s definitely not hayfever,-1
thinking about recent job opportunities and hoping to get one! and gettng ready for church,1
My poor little 7mth old was taken to hospital yesterday. We are syringe feeding him at home because he doesn`t want to drink.,-1
" 'Graverobber, graverobber, sometimes I wonder why I even bother..' Have fun tonight!",1
So  is on SNL tonight! it`s going to be a HILARIOUS,1
got to see 2 of my favorite guys back on long island  heading back to the city tomorrow or monday to be with the boyfriend! <3,-1
"you tell yo mamma an em i axe how she durrin, and that i said happy mothers day.",1
http://twitpic.com/66xjl - An hour in the sun turned me into a blancmange. Sucks to be pale,-1
 aww!  happy mother`s day to you too girlie! kingston is lucky to have such a great mommy!,1
 oh really  hopefully it was a good one. I just was trying to get your attention thats all,1
Bout to knock out. Feelin a lil sick  peace y`all,-1
http://twitpic.com/67ofz - ugh grosss,-1
 I need a hug cuz these garbage truck men keep driving next to me whistling and Im working too hard 2 graduate...,1
 That was fantastic! Thank you,1
3-4 hours sleep last night  barely functioning,-1
" Thank you.  Usually the learning happens after I get a little rest and review my notes.  Which reminds me, I`d better get some rest",1
" Yeah, I`ll probably `stop` when ALL of my stories are completely finished. That won`t be for a while though. Wide awake.",-1
 I miss you terribly,-1
Oh yeah the camera clipping problems with Void are now completely fixed  yay me for fiddling about,1
got the twilight board game today  good old ebay..,1
"48 Laws of Power by Robert Greene. It`s a little bit much for me, but is anyone interested in a copy? DM me if you are",1
 i`m a real BOY goddamit!!!!!!!!!!!!!! guh. apostro. i feel sad. the library lady thinks i`m stupid. SHE`S STUPID.  j,-1
"  I`ve run out of earl grey, so having lemon tea instead, then whb for me too",-1
finally made it to the QC...happy mother`s day!  got my car!!,1
 now i`m done! good nite,1
  i have no one to watch it with! ma peeps  are actually focused on their finals already!,-1
 Oh it`s been so long I can`t remember,-1
Download movie  Notorious http://tinyurl.com/d2u4gs cool #movie,1
" Hi! Waking up, and not lazy at all. You would be proud of me, 8 am here!!! Btw, nice colour, not burnt.",1
seagull hates me and im utterly depressed about it. i miss him.,-1
Wasabi is recovering from surgery  http://apps.facebook.com/dogbook/profile/view/6121231,1
"omg, NO ICECREAM",-1
"gosh, watchin cosmetic surgery nightmares on ITV , it is AWFUL",-1
    GRR! my stupid meebo is disconnecting me every 5 seconds,-1
 LMAO... just saw this. That sounds HELLA good. I have a hair appt at 7,1
" I`m not sure... But, 4719 fans in just a week is a wow to me! I guess they will soon overtake other Malaysian Page to be No.1.",1
I love the video for Da Funk by Daft Punk,1
 How lovely,1
Packing gym bag. Off to the gym in a bit. Squee! I`m my happiest whem I`m on the go.,1
"happy mothers day mommy  i love you so much, dono what id do without you ??",1
grrr hate when i make careless mistakes on docs i give to my partner,-1
"Feeling some butterflies today   Study study study contracts; gonna ace this, then on to the write-on competition for the journals.",1
"Now comes the fun part  Because you can find only a few offers per country or you live outside US, your changes can be quite tiny.",1
"Watched Yes Man, it was good  http://tinyurl.com/dbrc88",1
 she forgot her words and then started crying  and she stopped singing but then carried on and then cried again so she stopped,-1
 hey Sherri -- don`t give up b/c they`re married; they may have a brother or a friend!,1
 I can`t. I`m on my iPod and it doesn`t have IM,-1
okay.. so i 'thought' i was getting sick... but NOPE!!!  HAHAHA PHEW! (sry mike lol - hope you get better soon!),1
grrrr youtube wont let me watch the  chat again,-1
 well that propels people to change direction. No point wasting your days on something you lost the passion for.,-1
"Hour fifteen drive. Just left, bored and ate half my food already",-1
contemplating getting my hair cut and having severe anxiety about it....,-1
Excitement: 8 new followers overnight. Sadness: 6 of them are ad bots.,-1
" sorry Demi, just read post that you can attend BGT. Im sure your support for SB has helped tho  a world without paps PLZZ",-1
i wish i could go to meet in the middle tomorrow.,1
 pauly wallly ! you made my life **** happy as hell and i love you x3 you should reply back to me,1
bye LA... I already miss you,-1
 haha dork .. That sounds so yummy .. Share!,1
ahhh i think my legs are burnt  they hurt,-1
 it`s trashy and sensationalist...so yes,-1
Happy Star Wars Day,1
 Thanks For The Follow.,1
 http://twitpic.com/3ernb - Loving The Jumper,1
Oh fml its probs gunna be at shepards bush  i hate it there,-1
 i wish we had sun lollies for me to get addicted  what flavour?,1
" hehe, I can almost hear out of my right ear now  Can you yet?",1
" saw a whole lot of your stuff at Africa Joy Casterbridge Farm, White River in Mpumalanga.was quite thrilled to see ur stuff",1
Tweetioi in class is a real problem  =Taylor=,-1
I think i`m broke again.  :\,-1
has made a decision and will stick to it although I`m really not sure it`s the right one,-1
I can`t find   hope he didn`t get eaten by anything last night...he jumped off the deck   he just wont stay in safe *sigh*,-1
 Whooo Baby! Good luck,1
"_d Aaaww!! That`s so good to know, I`m glad James is doing great  We LOVE you guys! KIsses from Venezuela!",1
"Does `Real Detroit Weekly` not have a website.....Oh the horror, the horror",-1
Is going to be off line for the rest of the day. Made some progress on a game over the weekend.  you may not like me again.,-1
OMGod I`m soooo tired    I don`t think I have the energy to film today lol,-1
Writing an essay in college writing  so boring,-1
 I am surprised you haven`t fired  for announcing the whole world of they body they`d found 'Selfish',-1
" haha! i see...  go, wear BLUE! ) heey, ur watching JONAS! hahaha ) haven`t watched any ep yet.. hope it shows here soon!:p",1
The sun is shining  Have a great day,1
" Hahaha, that`s a cool pic that Sal made of Daniel and you. lol.",1
 Your sweetie is very lucky too!  #liberty,1
Anyone have a Super Nintendo Controller they want to sell me? Mine broke.,-1
Attempting to sleep. My puppy is sick already,-1
 i wanted to see that.  enjoy it!,1
is sick in the doctors waiting room,-1
Why did i drive and how did i make it? Ahh margaritas are the BEST!!,1
 omg wow  I hope everything is ok now,1
#thingsmummysaid  You are the result of a broken condom.,-1
" oh okay cool, i love the fast and the furious can`t wait to see the new one",1
"So yeah, things aren`t going so well for me. I`m getting to feel like I haven`t felt in a long, long time.",-1
YES!! REPRIEVE!! One paper pushed back until Friday! That leaves just three more pages due by 4:00pm... not even a problem.,1
spending some quality time with my fender tele deluxe...true love,1
Wishing I could have seen my nephew graduate from kindergarten!,-1
 i (L u so much  See u at school todaay!,1
Britain`s got Torture - Edelcries...,-1
 It`s amazing the DVDs I`ll put on my Netflix list just based on the trash potential inherent in their titles,1
  You`re silly.,-1
"It`s 1:15 AM, and I hear a helicopter flying over my house. That`s kind of weird. In other news, my headache is back. BOOOOO.",-1
 Rofl u did?  Hahaha! Lemme tell Salman Munir =P =P,1
 YEA!! Way to go! Super excited for a great Midwest resource!!! Midwest pride!,1
Hi .. I have the net YAYY.. Im here for a short time though,1
Loving the sunshine! Wish poor Richie would feel better,1
 heyy i have a sis of 1 year with 5 months and still she don t want to walk..,-1
"  hey, is your site down? I was going to listen to the web stream but can`t get to the site...",-1
"my mind is racing ... b/c of 4 words he wrote.  I hate him, but I hate her most. ... and I can`t keep from falling for him",-1
"Uh, happy mother`s day mum.",1
"_bebop that`s lame, sorry",-1
_**** cheer up lizzi there will b another foh hero concert   but still i suppose we can b upset  xoxoxo,-1
 I`ll most definitely write about it! I look forward to your article on RE5 (if you do write about it) It should be fun.,1
" Hugs 4 kathy. Though my mom`s in heaven, I know she`s smiling at my accomplishments & all the people who keep me positive.",1
 oh noes I missed you again.,-1
 ive been spending time w/my momma! we`re celebrating mother`s day for her early  ive been good! how was woodburn?,1
" I heard it was disappointing, which I am disappointed by before I`ve even seen it.  What a waste of C. Bale.",-1
" Yeah, I thought that was very little warning for you guys.   I don`t miss 12-9 shifts 6 days/wk with no break, that`s for sure",-1
59 may be my new FAV number!!!,1
"So i have done absolutely NOTHING all day today...how pitiful is that...smdh...guess I cant go out 2nite, I gotta work  booo ",-1
Sad! Casue everyone is going their seperate ways! Never going to see my friends again!,-1
 cool np. It`s got me working on a series of designs.,1
Have to sell my car. It`s costing me too much. Can now afford one rollerskate. Bye bye petey,-1
  do it at like like 9 causeee im babysitting haha or you should call me causeee im kinda bored right now,-1
"_Jim I so much want to see the screen adaptation of Kick ****, but once i found out Nick cage was in it, my heart sank",-1
Oh it is so sunny.,-1
 Oh noes.  Hope you feel better soon. My head sympathizes with yours.,1
Sunburn is really bad now. Regretting sitting in the sun without suncream now,-1
I feel like I`m on alott of drugs,-1
my throat hurts  gonna go read and go to bed. text mee!,-1
$y_Spitta Was caught in traffic around the Howlin Wolf for about 30mins. I was wondering WTH was going on.....musta been nice!,1
" Ohhh, i really want to see Coraline, it seems really good",1
why is it so **** cold ??!,-1
 if you weren`t 'picky' (=precise) i might not find you as interesting to talk to,-1
 You WILL be succesful  Love You!,1
"Well, looks like it is going to be another night without my snuggle bug  Missing my Big Girl.",-1
 but it is a good one,1
@_shannon1234 Shannie im so sorry! didnt mean to upset you! i just thought you would find it cute  im sorry dont be sad!,-1
totally the best part of my day was studying with   haha ok now i`m really leaving holly`s and i`ll be there shortly! peace!,1
Got approximately 3 hours of sleep last night....I love my life,1
Bad week for connectivity...Arlington Panera wifi sucks. Maybe head to Legal Seafoods at airport. Dang...missing Metaverse U stream.,-1
 DUDE. same.  it hurts,-1
 Wish I was in Dallas.. Can I still say ow!? lol Hey... u spelled my name wrong  It`s all good. Thanks for #FF love,1
I`ve been reading up on Sims 3 genetics on the Sims 2 forums. Apparently hair dye is passed on to offspring. I`m very disappointed,-1
 don`t know yet.. no word...   hopeful though!! and some good stuff happening lately so I`m getting excited!,1
 http://twitpic.com/4jguu - wow that is pretty  x,1
new phone + zero contacts = poo. send me a message with your name so i can save your numbers thanks,1
" U were great, as always. But, can`t we do an east Germany on noko? Or at least provoke them & then go in 4 the kill.",1
 its a nice pair of shoes. i checked other nike shoes if its worth buying... it is,1
So my coworker/friend told me the manager who sent me home is afraid she`s in trouble for sending me home haha. Dumb ****,-1
 wat u doin my bad im mixin this song,-1
 can I help in any way?,1
Signing out for the night - have a good Sunday night all,1
And thanks for the gorgeous flowers.,1
It`s good to be home,1
AP: North Korea could opt for devastating land assault... http://tinyurl.com/nmg9ht (via _Report) Scary talk to say the least.  mm,-1
http://twitpic.com/4wtii - new hair going to greeattt use!,1
Test another update... sorry for bothering all of u guys,-1
  that sucks,-1
Happy Mothers` Day to my mom and all the mothers in the world,1
